Experiment,Enrichment,DOMSource,Replicate,Time_hrs,DayOfExperiment,SamplePoint,RQ_RER,Temp_C,O2_perc,O2Rate_ugmin,O2Accum_ug,CO2_perc,CO2Rate_ugmin,CO2Accum_ug,Pressure_mmhg,Status,Restriction_mmHg,Leakage_mLmin,Volume_mL
DOM Crossing Experiment 1,SRFA,ES,3,314.49,13,final,0.427,19.78,20.8731,-0.11,-30410.98,0.0474,0.047,2327.448,801.59,NA,0,0,257
DOM Crossing Experiment 1,SRFA,ES,2,313.99,13,final,0.919,19.77,20.8654,-0.053,-28120.21,0.0476,0.049,2177.238,801.58,NA,0,0,259
DOM Crossing Experiment 1,SRFA,ES,1,313.69,13,final,0.142,19.76,20.8571,-0.08,-27977.82,0.0476,0.011,2324.191,801.59,NA,0,0,256
DOM Crossing Experiment 1,SRFA,ES,3,317.65,13,final,0.37,19.65,20.8737,-0.094,-30428.8,0.0477,0.035,2334.037,801.59,NA,0,0,257
DOM Crossing Experiment 1,SRFA,ES,2,317.15,13,final,0.006,19.55,20.864,-0.121,-28143.19,0.047,-0.001,2177.111,801.59,NA,0,0,259
DOM Crossing Experiment 1,SRFA,ES,1,316.85,13,final,3.117,19.54,20.8582,-0.014,-27980.45,0.0481,0.043,2332.387,801.6,NA,0,0,256
DOM Crossing Experiment 1,SRFA,ES,3,320.82,13,final,0.168,19.69,20.8819,0.113,-30407.39,0.0474,0.019,2337.634,801.6,NA,0,0,257
DOM Crossing Experiment 1,SRFA,ES,2,320.31,13,final,0.53,19.51,20.873,0.096,-28124.9,0.048,0.051,2186.797,801.58,NA,0,0,259
DOM Crossing Experiment 1,SRFA,ES,1,320.01,13,final,0.902,19.53,20.8618,-0.057,-27991.19,0.0487,0.051,2342.083,801.58,NA,0,0,256
DOM Crossing Experiment 1,SRFA,ES,3,323.98,13,final,0.269,20.03,20.8752,-0.172,-30440.03,0.0487,0.046,2346.408,801.58,NA,0,0,257
DOM Crossing Experiment 1,SRFA,ES,2,323.48,13,final,0.278,20.02,20.8679,-0.092,-28142.33,0.0487,0.026,2191.645,801.59,NA,0,0,259
DOM Crossing Experiment 1,SRFA,ES,1,323.17,13,final,1.981,20.02,20.8605,0.007,-27989.79,0.0486,0.015,2344.846,801.59,NA,0,0,256
DOM Crossing Experiment 1,SRFA,ES,3,327.14,13,final,0.457,20.27,20.8783,-0.023,-30444.45,0.0486,0.011,2348.429,801.59,NA,0,0,257
DOM Crossing Experiment 1,SRFA,ES,2,326.64,13,final,0.052,20.26,20.8702,-0.021,-28146.37,0.0487,-0.001,2191.435,801.59,NA,0,0,259
DOM Crossing Experiment 1,SRFA,ES,1,326.34,13,final,5.002,20.25,20.8632,-0.006,-27990.87,0.0496,0.028,2350.237,801.59,NA,0,0,256
DOM Crossing Experiment 1,SRFA,SRFA,3,2.36,0,initial,0,20.08,20.9103,0,0,0.0372,0,0,801.58,R,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,2.06,0,initial,0,20.16,20.9179,0,0,0.0375,0,0,801.57,R,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,1.56,0,initial,0,20.19,20.939,0,0,0.0389,0,0,801.58,R,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,5.53,0,initial,0.068,20.02,20.8835,-0.64,-121.409,0.0385,0.043,8.196,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,5.22,0,initial,0.049,19.99,20.8843,-0.859,-163.01,0.0388,0.042,8.063,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,4.72,0,initial,0.041,19.78,20.8911,-1.143,-217.035,0.0402,0.047,8.857,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,8.69,0,initial,0.104,20.75,20.8626,-0.63,-241.023,0.04,0.065,20.601,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,8.39,0,initial,0.112,20.66,20.8636,-0.622,-281.008,0.0401,0.07,21.258,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,7.89,0,initial,0.179,20.51,20.8689,-0.573,-325.791,0.0421,0.103,28.351,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,11.85,0,initial,0.044,21.46,20.8444,-0.776,-388.239,0.0398,0.034,27.126,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,11.55,0,initial,0.071,21.33,20.8452,-0.775,-427.959,0.0407,0.055,31.73,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,11.05,0,initial,0.109,21.24,20.8499,-0.704,-459.425,0.0428,0.077,42.948,801.6,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,15.01,0,initial,0.117,21.31,20.839,-0.734,-527.555,0.0414,0.086,43.366,801.57,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,14.71,0,initial,0.062,21.48,20.8348,-0.83,-585.444,0.0417,0.051,41.474,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,14.21,0,initial,0.1,21.7,20.8409,-0.656,-583.931,0.0433,0.066,55.424,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,18.18,0,initial,0.083,20.99,20.8245,-0.964,-710.403,0.0429,0.08,58.502,801.58,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,17.87,0,initial,0.031,20.94,20.8252,-0.882,-752.723,0.0412,0.028,46.72,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,17.37,0,initial,0.087,21,20.8377,-0.634,-704.13,0.0439,0.055,65.843,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,21.34,0,initial,0.01,21.03,20.8116,-0.946,-889.819,0.0429,0.009,60.259,801.58,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,21.04,0,initial,0.02,21,20.812,-0.95,-932.913,0.0411,0.019,50.265,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,20.53,0,initial,0.07,20.9,20.8287,-0.656,-828.584,0.0438,0.046,74.577,801.63,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,24.5,1,NA,0.035,21,20.8067,-0.901,-1060.7,0.0424,0.031,66.182,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,24.2,1,NA,0.02,21,20.8054,-0.927,-1108.7,0.0407,0.018,53.699,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,23.7,0,initial,0.083,21,20.8244,-0.638,-949.544,0.0442,0.053,84.569,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,27.66,1,NA,0.017,20.51,20.8063,-0.964,-1243.599,0.0421,0.016,69.305,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,27.36,1,NA,0.028,20.51,20.8052,-0.907,-1280.864,0.0411,0.025,58.503,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,26.86,1,NA,0.055,20.68,20.8242,-0.679,-1078.339,0.0442,0.037,91.605,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,30.82,1,NA,0.003,20.3,20.7942,-1.102,-1452.589,0.0418,-0.004,68.619,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,30.52,1,NA,0.008,20.26,20.794,-1.096,-1488.686,0.0414,0.009,60.151,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,30.02,1,NA,0.027,20.26,20.817,-0.811,-1232.202,0.0443,0.022,95.737,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,33.99,1,NA,0.028,20.51,20.7855,-1.081,-1657.762,0.0415,-0.031,62.821,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,33.68,1,NA,0.006,20.51,20.7845,-1.053,-1688.494,0.0422,0.006,61.3,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,33.18,1,NA,0.012,20.51,20.8076,-0.757,-1375.886,0.0447,0.009,97.468,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,37.15,1,NA,0.018,20.42,20.78,-1.094,-1865.348,0.042,-0.02,59.008,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,36.85,1,NA,0.003,20.43,20.7756,-1.182,-1912.665,0.043,-0.004,60.52,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,36.34,1,NA,0.002,20.4,20.8032,-0.773,-1522.521,0.0453,0.002,97.771,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,40.31,1,NA,0.034,20.75,20.7629,-1.341,-2119.807,0.0412,-0.046,50.327,801.61,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,40.01,1,NA,0.015,20.75,20.7606,-1.309,-2161.011,0.0428,-0.019,56.858,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,39.51,1,NA,0.023,20.52,20.7945,-0.834,-1680.736,0.0449,-0.019,94.09,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,43.47,1,NA,0.01,21,20.7502,-1.201,-2347.592,0.04,-0.012,47.977,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,43.17,1,NA,0.007,21,20.7459,-1.26,-2400.176,0.042,0.009,58.479,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,42.67,1,NA,0.012,20.91,20.7797,-0.901,-1851.767,0.044,0.011,96.152,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,46.63,1,NA,0.005,21.71,20.7349,-1.447,-2622.043,0.0396,0.007,49.274,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,46.33,1,NA,0.001,21.61,20.7275,-1.532,-2690.74,0.0409,-0.001,58.24,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,45.83,1,NA,0.05,21.48,20.77,-0.831,-2009.502,0.0439,0.041,103.985,801.62,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,49.8,2,NA,0.004,21.97,20.7265,-1.351,-2878.303,0.0397,-0.006,48.129,801.58,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,49.5,2,NA,0.014,21.97,20.7194,-1.376,-2951.822,0.0403,-0.019,54.582,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,48.99,2,NA,0.044,21.97,20.7608,-0.939,-2187.726,0.0443,0.042,111.874,801.6,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,52.96,2,NA,0.009,21.73,20.7149,-1.568,-3175.866,0.0398,-0.014,45.431,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,52.66,2,NA,0.012,21.8,20.708,-1.54,-3244.089,0.0403,-0.018,51.189,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,52.16,2,NA,0.004,21.93,20.7552,-0.837,-2346.668,0.0439,-0.004,111.206,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,56.12,2,NA,0.017,21.77,20.7015,-1.817,-3520.633,0.0393,-0.03,39.738,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,55.82,2,NA,0.012,21.78,20.6953,-1.782,-3582.327,0.04,-0.022,47.01,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,55.32,2,NA,0.009,21.89,20.7463,-1.084,-2552.288,0.0431,-0.01,109.264,801.57,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,59.29,2,NA,0.001,21.89,20.6861,-2,-3900.185,0.0396,-0.002,39.443,801.56,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,58.98,2,NA,0.017,21.95,20.6816,-1.941,-3950.56,0.0394,-0.033,40.804,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,58.48,2,NA,0.007,21.95,20.7372,-1.18,-2776.147,0.0432,0.008,110.72,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,62.45,2,NA,0.005,21.75,20.6751,-2.085,-4295.726,0.0396,-0.011,37.381,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,62.15,2,NA,0.013,21.75,20.6706,-2.022,-4334.235,0.0394,-0.025,35.977,801.57,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,61.64,2,NA,0.011,21.84,20.7286,-1.289,-3020.771,0.0427,-0.014,108.037,801.61,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,65.63,2,NA,0.009,21.96,20.6611,-2.445,-4761.962,0.0399,-0.022,33.101,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,65.32,2,NA,0.014,21.95,20.659300000000002,-2.318,-4776.236,0.0396,-0.032,29.838,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,64.82,2,NA,0.003,21.94,20.7256,-1.335,-3275.306,0.0429,-0.004,107.219,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,68.79,2,NA,0.018,21.48,20.6462,-2.554,-5246.62,0.0388,-0.047,24.247,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,68.49,2,NA,0.015,21.48,20.6433,-2.564,-5262.754,0.039,-0.038,22.59,801.57,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,67.98,2,NA,0.01,21.48,20.7169,-1.611,-3580.927,0.0423,-0.015,104.308,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,71.95,2,NA,0.005,21.25,20.6285,-2.697,-5758.27,0.0388,-0.014,21.634,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,71.65,2,NA,0.016,21.24,20.6292,-2.557,-5747.842,0.0386,-0.041,14.758,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,71.15,2,NA,0.003,21.24,20.7081,-1.553,-3875.481,0.0421,-0.005,103.391,801.61,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,75.13,3,NA,0.006,21.24,20.6184,-2.652,-6263.91,0.0388,-0.017,18.401,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,74.83,3,NA,0.01,21.24,20.6142,-2.72,-6266.519,0.0384,-0.026,9.729,801.61,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,74.32,3,NA,0.009,21.24,20.7008,-1.577,-4176.126,0.0417,-0.014,100.75,801.6,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,78.3,3,NA,0.011,21,20.603,-2.965,-6827.71,0.0383,-0.031,12.42,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,78,3,NA,0.018,21,20.5999,-2.885,-6815.149,0.0378,-0.051,0.054,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,77.49,3,NA,0.019,21,20.6966,-1.605,-4481.292,0.0408,-0.031,94.829,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,81.46,3,NA,0.011,21,20.5881,-3.091,-7414.115,0.0384,-0.033,6.225,801.61,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,81.16,3,NA,0.019,20.99,20.5809,-3.198,-7421.719,0.0372,-0.062,-11.696,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,80.66,3,NA,0.01,20.99,20.6914,-1.702,-4804.101,0.0406,-0.017,91.546,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,84.62,3,NA,0.021,20.98,20.5665,-3.385,-8056.214,0.0373,-0.071,-7.325,801.57,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,84.32,3,NA,0.014,20.99,20.5637,-3.266,-8041.313,0.0373,-0.045,-20.276,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,83.82,3,NA,0.008,20.98,20.6823,-1.835,-5152.153,0.0408,-0.015,88.698,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,87.79,3,NA,0.013,20.99,20.5461,-3.435,-8709.526,0.0369,-0.046,-16.024,801.58,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,87.49,3,NA,0.018,20.99,20.5433,-3.41,-8689.896,0.0366,-0.061,-31.8,801.57,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,86.99,3,NA,0.001,20.98,20.6728,-1.808,-5496.045,0.041,-0.002,88.381,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,90.95,3,NA,0.019,21.2,20.5252,-3.769,-9424.415,0.0361,-0.071,-29.447,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,90.65,3,NA,0.02,21.18,20.5232,-3.702,-9392.167,0.0358,-0.076,-46.185,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,90.15,3,NA,0.018,21.09,20.6618,-1.985,-5872.607,0.0402,-0.035,81.755,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,94.11,3,NA,0.016,20.26,20.5122,-3.905,-10165.26,0.0358,-0.063,-41.411,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,93.81,3,NA,0.015,20.36,20.5063,-3.958,-10143.05,0.0357,-0.06,-57.485,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,93.31,3,NA,0.013,20.51,20.6589,-2.049,-6261.317,0.0399,-0.026,76.763,801.6,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,97.28,4,NA,0.024,19.77,20.4941,-4,-10924.08,0.0347,-0.095,-59.492,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,96.97,4,NA,0.026,19.78,20.4894,-3.978,-10897.62,0.0344,-0.102,-76.842,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,96.47,4,NA,0.01,19.78,20.6516,-2.143,-6667.82,0.0396,-0.022,72.538,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,100.44,4,NA,0.027,20.26,20.471,-4.197,-11720.19,0.0337,-0.115,-81.38,801.58,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,100.14,4,NA,0.024,20.25,20.4624,-4.273,-11708.19,0.0338,-0.104,-96.664,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,99.63,4,NA,0.015,20.09,20.6355,-2.214,-7087.833,0.0397,-0.032,66.376,801.6,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,103.61,4,NA,0.023,20.27,20.4517,-4.363,-12550.08,0.0334,-0.101,-100.621,801.57,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,103.31,4,NA,0.025,20.27,20.444,-4.353,-12536.15,0.0334,-0.109,-117.426,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,102.8,4,NA,0.02,20.26,20.6249,-2.313,-7527.775,0.0393,-0.046,57.643,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,106.77,4,NA,0.029,19.89,20.4333,-4.592,-13421.31,0.0327,-0.134,-126.019,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,106.47,4,NA,0.027,19.91,20.4258,-4.598,-13408.52,0.0331,-0.125,-141.053,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,105.97,4,NA,0.018,20.02,20.6164,-2.432,-7989.178,0.0396,-0.043,49.401,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,109.94,4,NA,0.025,19.76,20.4167,-4.648,-14305.21,0.0319,-0.117,-148.312,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,109.65,4,NA,0.03,19.74,20.4106,-4.646,-14294.57,0.0317,-0.14,-167.841,801.58,R,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,109.13,4,NA,0.02,19.61,20.6051,-2.602,-8482.91,0.039,-0.052,39.536,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,113.12,4,NA,0.029,19.78,20.4021,-4.696,-15200.53,0.0309,-0.135,-174.098,801.59,R,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,112.8,4,NA,0.053,19.78,20.7418,-5.01,-15242.48,0.0353,-0.266,-218.107,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,112.3,4,NA,0.019,19.71,20.5939,-2.604,-8978.052,0.0386,-0.05,30.078,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,116.27,4,NA,0.05,19.78,20.7478,-4.858,-16119.68,0.0342,-0.241,-219.691,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,115.97,4,NA,0.028,19.89,20.635,-4.922,-16178.53,0.0329,-0.14,-244.767,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,115.47,4,NA,0.019,20.02,20.5846,-2.723,-9495.802,0.0377,-0.053,20.034,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,119.43,4,NA,0.022,19.09,20.6367,-5.052,-17078.17,0.0322,-0.112,-240.875,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,119.13,4,NA,0.025,19.24,20.5591,-4.976,-17122.6,0.0311,-0.123,-268.052,801.57,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,118.63,4,NA,0.011,19.1,20.5793,-2.85,-10036.56,0.0373,-0.032,14.017,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,122.6,5,NA,0.024,19.28,20.5569,-4.722,-17976.25,0.031,-0.116,-262.871,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,122.3,5,NA,0.025,19.21,20.5013,-4.765,-18028.83,0.0302,-0.118,-290.575,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,121.8,5,NA,0.012,19.04,20.5699,-2.851,-10578.85,0.0369,-0.035,7.341,801.61,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,125.76,5,NA,0.028,19.55,20.5024,-4.591,-18847.1,0.0303,-0.129,-287.404,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,125.46,5,NA,0.027,19.54,20.469,-4.337,-18851.67,0.0303,-0.116,-312.591,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,124.96,5,NA,0.027,19.54,20.5552,-2.886,-11126.33,0.0362,-0.077,-7.24,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,128.93,5,NA,0.029,19.78,20.4685,-4.544,-19709.3,0.0298,-0.13,-312.138,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,128.63,5,NA,0.031,19.78,20.4504,-4.306,-19668.67,0.0298,-0.132,-337.723,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,128.12,5,NA,0.024,19.77,20.5465,-2.965,-11688.93,0.0358,-0.07,-20.485,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,132.09,5,NA,0.025,20.02,20.4518,-4.384,-20541.11,0.0294,-0.108,-332.706,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,131.79,5,NA,0.025,20.02,20.4428,-4.213,-20468.1,0.0296,-0.107,-357.958,801.6,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,131.29,5,NA,0.015,20.01,20.5362,-3.197,-12295.46,0.0358,-0.048,-29.635,801.59,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,135.25,5,NA,0.023,20.44,20.4434,-4.184,-21334.84,0.0299,-0.098,-351.234,801.59,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,134.95,5,NA,0.026,20.26,20.4472,-3.829,-21194.51,0.03,-0.101,-377.17,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,134.45,5,NA,0.025,20.17,20.5351,-3.005,-12865.55,0.0353,-0.074,-43.723,801.6,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,138.41,5,NA,0.019,20.02,20.45,-4.012,-22095.91,0.0304,-0.074,-365.353,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,138.11,5,NA,0.022,20.23,20.4578,-3.775,-21910.63,0.0304,-0.083,-393.007,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,137.61,5,NA,0.023,20.51,20.529,-3.228,-13477.93,0.0346,-0.074,-57.737,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,141.57,5,NA,0.019,19.29,20.4576,-3.842,-22824.76,0.031,-0.072,-378.992,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,141.27,5,NA,0.021,19.29,20.4723,-3.538,-22581.86,0.031,-0.074,-407.045,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,140.77,5,NA,0.014,19.51,20.5286,-3.223,-14089.46,0.0348,-0.045,-66.248,801.62,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,144.74,6,NA,0.02,19.03,20.4785,-3.333,-23457.02,0.0313,-0.068,-391.886,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,144.43,6,NA,0.02,19.04,20.4964,-3.033,-23157.33,0.0315,-0.06,-418.355,801.58,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,143.93,5,NA,0.018,19.04,20.5342,-2.928,-14644.91,0.0346,-0.051,-75.993,801.6,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,147.9,6,NA,0.018,19.47,20.4904,-3.09,-24043.14,0.0333,-0.057,-402.686,801.6,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,147.6,6,NA,0.023,19.32,20.5095,-2.879,-23703.48,0.033,-0.065,-430.706,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,147.09,6,NA,0.019,19.25,20.534,-2.885,-15192.14,0.0353,-0.054,-86.331,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,151.06,6,NA,0.024,19.53,20.5118,-2.728,-24560.86,0.0348,-0.066,-415.275,801.58,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,150.76,6,NA,0.027,19.53,20.5341,-2.363,-24151.81,0.0348,-0.063,-442.662,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,150.26,6,NA,0.031,19.53,20.5371,-2.674,-15699.58,0.0353,-0.084,-102.264,801.58,NA,0,0,248
DOM Crossing Experiment 1,SRFA,SRFA,3,154.22,6,NA,0.015,19.53,20.5378,-2.562,-25046.87,0.0364,-0.039,-422.643,801.55,NA,0,0,251
DOM Crossing Experiment 1,SRFA,SRFA,2,153.92,6,NA,0.022,19.53,20.5601,-2.293,-24586.71,0.0361,-0.051,-452.351,801.59,NA,0,0,265
DOM Crossing Experiment 1,SRFA,SRFA,1,153.42,6,NA,0.027,19.53,20.5458,-2.654,-16203.01,0.036,-0.073,-116.058,801.6,NA,0,0,248
